date,ICU_Inflow,ICU_Inflow_SMA3d,ICU_Inflow_SMA7d,Hosp_Inflow,Hosp_Inflow_SMA3d,Hosp_Inflow_SMA7d,Tested,Tested_SMA3d,Tested_SMA7d,Cases,Cases_SMA3d,Cases_SMA7d,Cases_Pct,Cases_Pct_SMA3d,Cases_Pct_SMA7d,Prev,R,RNA,RNA_SMA3d,RNA_SMA7d,Vacc_Est,Vacc_Est_SMA3d,Vacc_Est_SMA7d,Vacc_Est_Carehomes,Vacc_Adm_GGD,Vacc_Adm_Hosp,Vacc_Adm_Doctors,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2021-01-29,36.0,34.333333333333336,36.2857142857143,196.0,194.33333333333334,192.857142857143,29207.0,31856.666666666668,31364.0,3522.0,3533.0,3581.285714285714,12.0587530386551,11.1275943784157,11.465039279167513,107424.5,0.9,34791728671555.125,35789875847816.77,41019859280856.266,286713.0,259025.66666666666,210065.0,77244.0,152253.0,57216.0,0.0,0,0,0,0,1,0,0
2021-01-30,29.0,31.333333333333332,35.7142857142857,196.0,192.66666666666666,190.285714285714,23265.0,28015.333333333332,30540.0,2755.0,3210.0,3481.1428571428573,11.8418224801204,11.506690857771334,11.45614166000273,106586.5,0.915,30143974660731.613,34207343263432.176,40249312719421.33,322591.0,289737.0,234364.42857142858,89089.0,176286.0,57216.0,0.0,0,0,0,0,0,1,0
2021-01-31,30.0,31.666666666666668,34.0,142.0,178.0,187.0,19289.0,23920.333333333332,29754.0,2457.0,2911.3333333333335,3400.5714285714284,12.7378298512105,12.212801789995334,11.535273346464658,105713.5,0.9199999999999999,31099857136245.414,32011853489510.72,37325909711349.67,343888.0,317730.6666666667,260042.0,95833.0,187339.0,60716.0,0.0,0,0,0,0,0,0,1
2021-02-01,24.0,27.666666666666668,34.0,144.0,160.66666666666666,183.428571428571,33458.0,25337.333333333332,29282.0,3759.0,2990.3333333333335,3337.4285714285716,11.2349811704226,11.938211167251168,11.507584283101943,104894.0,0.9099999999999999,37375153938901.56,32872995245292.863,38379747833253.984,375908.0,347462.3333333333,288290.85714285716,98633.0,203559.0,73716.0,0.0,1,0,0,0,0,0,0
2021-02-02,29.0,27.666666666666668,30.7142857142857,218.0,168.0,183.285714285714,31821.0,28189.333333333332,29058.0,3411.0,3209.0,3283.0,10.7193362873574,11.564049102996833,11.416678989194,103877.0,0.9099999999999999,33786426562383.72,34087145879176.89,34253577120244.66,416093.0,378629.6666666667,319365.28571428574,112391.0,222486.0,81216.0,0.0,0,1,0,0,0,0,0
2021-02-03,25.0,26.0,28.8571428571429,184.0,182.0,180.857142857143,34550.0,33276.333333333336,29023.0,3580.0,3583.3333333333335,3262.4285714285716,10.3617945007236,10.7720373195012,11.367716340432585,102907.0,0.9199999999999999,35160009080632.074,35440529860639.12,34291925215494.188,454998.0,415666.3333333333,351442.5714285714,124504.0,245278.0,85216.0,0.0,0,0,1,0,0,0,0
2021-02-04,29.0,27.666666666666668,28.8571428571429,186.0,196.0,180.857142857143,34120.0,33497.0,29387.0,3526.0,3505.6666666666665,3287.1428571428573,10.3341148886284,10.471748558903133,11.326947459588286,101561.5,0.94,38189425237664.39,35711953626893.4,34363796469730.555,495535.0,455542.0,385103.71428571426,139018.0,269801.0,86716.0,0.0,0,0,0,1,0,0,0
2021-02-05,22.0,25.333333333333332,26.8571428571429,166.0,178.66666666666666,176.571428571429,32418.0,33696.0,29846.0,3569.0,3558.3333333333335,3293.8571428571427,11.0093158122031,10.568408400518367,11.17702785580943,99775.0,0.9650000000000001,105452978702048.0,59600804340114.82,44458260759800.96,532717.0,494416.6666666667,420247.14285714284,149742.0,295159.0,87816.0,0.0,0,0,0,0,1,0,0
2021-02-06,22.0,24.333333333333332,25.8571428571429,166.0,172.66666666666666,172.285714285714,28705.0,31747.666666666668,30623.0,3020.0,3371.6666666666665,3331.714285714286,10.5208151889915,10.621415296607667,10.9883125285053,98822.5,0.98,29297780872356.08,57646728270689.5,44337375932890.18,568863.0,532371.6666666666,455428.85714285716,154665.0,320982.0,93216.0,0.0,0,0,0,0,0,1,0
2021-02-07,19.0,21.0,24.2857142857143,150.0,160.66666666666666,173.428571428571,94.0,20405.666666666668,27881.0,3015.0,3201.3333333333335,3411.4285714285716,11.4062749581024,10.978801986432336,10.79809040091843,97384.0,0.9650000000000001,20837068373323.656,51862609315909.25,42871263252472.79,571361.0,557647.0,487925.0,156503.0,321042.0,93816.0,0.0,0,0,0,0,0,0,1
2021-02-08,26.0,22.333333333333332,24.5714285714286,120.0,145.33333333333334,170.0,24488.0,17762.333333333332,26599.0,3010.0,3015.0,3304.4285714285716,12.2917347272133,11.4062749581024,10.949055194745672,96159.0,0.94,22392866685844.81,24175905310508.184,40730936502036.1,595934.0,578719.3333333334,519357.28571428574,161517.0,340601.0,93816.0,0.0,1,0,0,0,0,0,0
2021-02-09,26.0,23.666666666666668,24.1428571428571,120.0,130.0,156.0,30884.0,18488.666666666668,26466.0,3584.0,3203.0,3329.1428571428573,11.6047144152312,11.7675747001823,11.075537784441929,94870.0,0.9299999999999999,40954357908777.63,28061430989315.363,41754926694378.086,626146.0,597813.6666666666,549364.8571428572,165894.0,366436.0,93816.0,0.0,0,1,0,0,0,0,0
2021-02-10,20.0,24.0,23.4285714285714,199.0,146.33333333333334,158.142857142857,32393.0,29255.0,26157.0,3633.0,3409.0,3336.714285714286,11.2153860401939,11.703945060879468,11.197479432937687,94404.5,0.935,29534810369976.56,30960678321533.0,40951326878570.16,660284.0,627454.6666666666,578691.4285714285,170726.0,395742.0,93816.0,0.0,0,0,1,0,0,0,0
2021-02-11,23.0,23.0,22.5714285714286,195.0,171.33333333333334,159.428571428571,31101.0,31459.333333333332,25726.0,3272.0,3496.3333333333335,3300.4285714285716,10.5205620398058,11.113554165076968,11.224114740248742,93900.0,0.9550000000000001,23133523404478.25,31207563894410.81,38800483759543.57,694888.0,660439.3333333334,607170.4285714285,176178.0,424894.0,93816.0,0.0,0,0,0,1,0,0,0
2021-02-12,32.0,25.0,24.0,182.0,192.0,161.714285714286,27707.0,30400.333333333332,25053.0,2942.0,3282.3333333333335,3210.8571428571427,10.6182553145415,10.784734464847068,11.168248954868515,93729.5,0.99,12843604344954.53,21837312706469.78,25570573137101.65,725175.0,693449.0,634664.4285714285,176745.0,454614.0,93816.0,0.0,0,0,0,0,1,0,0
2021-02-13,32.0,29.0,25.4285714285714,182.0,186.33333333333334,164.0,22242.0,27016.666666666668,24130.0,2549.0,2921.0,3143.5714285714284,11.4603003327039,10.866372562350401,11.302461118256,94346.5,1.025,38334132273636.3,24770420007689.69,26861480480141.68,754365.0,724809.3333333334,661164.7142857143,176745.0,483804.0,93816.0,0.0,0,0,0,0,0,1,0
2021-02-14,19.0,27.666666666666668,25.4285714285714,135.0,166.33333333333334,161.857142857143,21377.0,23775.333333333332,27170.0,2379.0,2623.3333333333335,3052.714285714286,11.1287832717407,11.069112972995365,11.262819448775756,95185.5,1.03,10202878346347.12,20460204988312.65,25342310476287.883,783606.0,754382.0,691485.4285714285,176745.0,512392.0,94469.0,0.0,0,0,0,0,0,0,1
2021-02-15,22.0,24.333333333333332,24.8571428571429,143.0,153.33333333333334,165.142857142857,22702.0,22107.0,26915.0,2077.0,2335.0,2919.4285714285716,9.14897365870848,10.579352421051025,10.813853581846498,95607.5,1.025,20761497699167.07,23099502773050.16,25109257763905.35,800905.0,779625.3333333334,720767.0,177366.0,528988.0,94551.0,0.0,1,0,0,0,0,0,0
2021-02-16,32.0,24.333333333333332,25.7142857142857,209.0,162.33333333333334,177.857142857143,45615.0,29898.0,29020.0,4348.0,2934.6666666666665,3028.5714285714284,9.53195220870328,9.93656971305082,10.517744695199651,96060.5,1.03,45251486026100.1,25405287357204.77,25723133209237.133,835929.0,806813.3333333334,750736.0,180270.0,559635.0,94551.0,1473.0,0,1,0,0,0,0,0
2021-02-17,34.0,29.333333333333332,27.7142857142857,177.0,176.33333333333334,174.714285714286,45988.0,38101.666666666664,30962.0,4215.0,3546.6666666666665,3111.714285714286,9.16543446116378,9.282120109525179,10.224894469623921,96360.5,1.06,18054804939018.324,28022596221428.5,24083132433385.96,874959.0,837264.3333333334,781403.8571428572,184706.0,592755.0,94551.0,2947.0,0,0,1,0,0,0,0
2021-02-18,33.0,33.0,29.1428571428571,205.0,197.0,176.142857142857,41946.0,44516.333333333336,32511.0,4124.0,4229.0,3233.4285714285716,9.83168836122634,9.509691677031133,10.126483944112568,96024.5,1.105,27242554517420.727,30182948494179.72,24670136878092.027,915713.0,875533.6666666666,812950.2857142857,189142.0,625081.0,94551.0,6939.0,0,0,0,1,0,0,0
2021-02-19,20.0,29.0,27.4285714285714,200.0,194.0,178.714285714286,39795.0,42576.333333333336,34238.0,4071.0,4136.666666666667,3394.714285714286,10.2299283829627,9.742350401784273,10.07100866817274,95897.0,1.145,26293481939295.73,23863613798578.26,26591547962997.91,958445.0,916372.3333333334,846274.5714285715,194160.0,656348.0,94551.0,13386.0,0,0,0,0,1,0,0
2021-02-20,20.0,24.333333333333332,25.7142857142857,156.0,187.0,175.0,35565.0,39102.0,36141.0,3452.0,3882.3333333333335,3523.714285714286,9.70617179811613,9.92259618076839,9.820418877517344,96263.0,1.165,19577238068996.76,24371091508571.074,23911991648049.4,987435.0,953864.3333333334,879570.2857142857,194160.0,685338.0,94551.0,13386.0,0,0,0,0,0,1,0
2021-02-21,34.0,24.666666666666668,27.8571428571429,123.0,159.66666666666666,173.285714285714,31894.0,35751.333333333336,37644.0,3300.0,3607.6666666666665,3655.285714285714,10.346773687841,10.094291289639942,9.708703222674531,96409.0,1.145,26822052305454.44,24230924104582.312,26286159356493.312,1014290.0,986723.3333333334,912525.1428571428,194160.0,712193.0,94551.0,13386.0,0,0,0,0,0,0,1
2021-02-22,37.0,30.333333333333332,30.0,122.0,133.66666666666666,170.285714285714,48298.0,38585.666666666664,41300.0,4571.0,3774.3333333333335,4011.5714285714284,9.46416000662553,9.839035164194222,9.753729843805536,96132.0,1.1099999999999999,51881863450622.805,32760384608358.0,30731925892415.555,1062871.0,1021532.0,949948.8571428572,207483.0,741003.0,94551.0,19834.0,1,0,0,0,0,0,0
2021-02-23,31.0,34.0,29.8571428571429,199.0,148.0,168.857142857143,46864.0,42352.0,41479.0,4101.0,3990.6666666666665,3976.285714285714,8.75085353362923,9.520595742698587,9.64214431879496,95541.5,1.07,33967741000005.94,37557218918694.4,29119962317259.246,1112536.0,1063232.3333333333,989464.1428571428,223290.0,768413.0,94551.0,26282.0,0,1,0,0,0,0,0
2021-02-24,20.0,29.333333333333332,27.8571428571429,151.0,157.33333333333334,165.142857142857,52859.0,49340.333333333336,42460.0,4406.0,4359.333333333333,4003.5714285714284,8.33538281087421,8.850132117042989,9.523565511610736,95132.5,1.05,34061244556165.69,39970283002264.81,31406596548280.305,1169302.0,1114903.0,1031513.1428571428,241430.0,794070.0,97551.0,36251.0,0,0,1,0,0,0,0
2021-02-25,29.0,26.666666666666668,27.2857142857143,196.0,182.0,163.857142857143,47774.0,49165.666666666664,43293.0,4065.0,4190.666666666667,3995.1428571428573,8.50881232469544,8.531682889732961,9.334583220677748,94815.0,1.04,33809568217434.312,33946184591201.984,32344741362567.96,1236192.0,1172676.6666666667,1077295.857142857,270803.0,818242.0,97551.0,49596.0,0,0,0,1,0,0,0
2021-02-26,32.0,27.0,29.0,186.0,177.66666666666666,161.857142857143,45110.0,48581.0,44052.0,3946.0,4139.0,3977.285714285714,8.74750609620927,8.53056707725964,9.122808608284402,94365.0,1.04,34726269113172.137,34199027295590.72,33549425244550.3,1285742.0,1230412.0,1124052.5714285714,288228.0,837044.0,97551.0,62919.0,0,0,0,0,1,0,0
2021-02-27,22.0,27.666666666666668,29.2857142857143,185.0,189.0,166.0,38893.0,43925.666666666664,44527.0,3536.0,3849.0,3989.285714285714,9.09161031548093,8.782642912128546,9.035014110765088,94591.5,1.03,33115336411920.027,33883724580842.16,35483439293539.336,1319008.0,1280314.0,1171420.142857143,303170.0,855368.0,97551.0,62919.0,0,0,0,0,0,1,0
2021-02-28,21.0,25.0,27.4285714285714,160.0,177.0,171.285714285714,37413.0,40472.0,45316.0,3346.0,3609.3333333333335,3995.8571428571427,8.94341539037233,8.92751060068751,8.83453435398385,94681.5,1.0,52070340501726.84,39970648675606.336,39090337607292.54,1336670.0,1313806.6666666667,1217474.4285714286,304902.0,871214.0,97551.0,63003.0,0,0,0,0,0,0,1
2021-03-01,30.0,24.333333333333332,26.4285714285714,145.0,163.33333333333334,174.571428571429,56417.0,44241.0,46476.0,4464.0,3782.0,3980.5714285714284,7.91250864101246,8.649178115621906,8.612869873181982,94633.0,0.975,32637052390611.16,39274243101419.34,36341078884433.73,1381128.0,1345602.0,1262939.7142857143,311216.0,892838.0,97551.0,79523.0,1,0,0,0,0,0,0
2021-03-02,52.0,34.333333333333336,29.4285714285714,228.0,177.66666666666666,178.714285714286,54341.0,49390.333333333336,47544.0,4376.0,4062.0,4019.8571428571427,8.05285143814063,8.302925156508474,8.51315528811218,94152.5,0.97,25550133908739.81,36752508933692.6,35138563585681.43,1429342.0,1382380.0,1308197.7142857143,323345.0,913875.0,97551.0,94571.0,0,1,0,0,0,0,0
2021-03-03,49.0,43.666666666666664,33.5714285714286,177.0,183.33333333333334,182.428571428571,54907.0,55221.666666666664,47836.0,4359.0,4399.666666666667,4013.1428571428573,7.9388784672264,7.96807951545983,8.456511810448209,93828.5,0.99,16762162055026.58,24983116118125.848,32667266085518.69,1479652.0,1430040.6666666667,1352533.4285714286,338111.0,934371.0,97551.0,109619.0,0,0,1,0,0,0,0
2021-03-04,31.0,44.0,33.8571428571429,167.0,190.66666666666666,178.285714285714,52931.0,54059.666666666664,48573.0,3949.0,4228.0,3996.5714285714284,7.46065632616047,7.817462077175833,8.306775239228928,94198.5,1.01,11872791159472.084,18061695707746.16,29533440791524.09,1538499.0,1482497.6666666667,1395720.142857143,361767.0,954564.0,100051.0,122117.0,0,0,0,1,0,0,0
2021-03-05,39.0,39.666666666666664,34.8571428571429,185.0,176.33333333333334,178.142857142857,49327.0,52388.333333333336,49176.0,4116.0,4141.333333333333,4020.8571428571427,8.34431447280394,7.914616422063603,8.249176435885309,94775.5,1.04,15228656476783.137,14621203230427.266,26748067557754.24,1582803.0,1533651.3333333333,1438157.4285714286,375994.0,974599.0,100051.0,132159.0,0,0,0,0,1,0,0
2021-03-06,36.0,35.333333333333336,36.8571428571429,176.0,176.0,176.857142857143,46446.0,49568.0,50255.0,3761.0,3942.0,4053.0,8.09757567928347,7.9675154927492935,8.1071714878571,95985.5,1.05,42080469483607.16,23060639039954.125,28028800853709.53,1607741.0,1576347.6666666667,1479405.0,381250.0,994281.0,100051.0,132159.0,0,0,0,0,0,1,0
2021-03-07,39.0,38.0,39.4285714285714,139.0,166.66666666666666,173.857142857143,47101.0,47624.666666666664,51639.0,3822.0,3899.6666666666665,4121.0,8.11447739963058,8.185455850572664,7.988751774893993,97008.5,1.05,13287527970711.137,23532217977033.81,22488399063564.44,1631575.0,1607373.0,1521534.2857142857,382925.0,1013640.0,102851.0,132159.0,0,0,0,0,0,0,1
2021-03-08,33.0,36.0,39.8571428571429,147.0,154.0,174.142857142857,65012.0,52853.0,52866.0,4440.0,4007.6666666666665,4117.571428571428,6.82950839844952,7.680520492454523,7.834037454527858,98172.0,1.0550000000000002,13624487507599.08,22997494987305.79,19772318365991.285,1671201.0,1636839.0,1562973.2857142857,386641.0,1039508.0,102851.0,142201.0,1,0,0,0,0,0,0
2021-03-09,35.0,35.666666666666664,37.4285714285714,240.0,175.33333333333334,175.857142857143,69389.0,60500.666666666664,55016.0,4884.0,4382.0,4190.142857142857,7.0385796019542,7.327521800011433,7.689141477929796,99416.5,1.07,18667370951887.52,15193128810065.908,18789066515012.383,1718352.0,1673709.3333333333,1604260.4285714286,390607.0,1067651.0,107851.0,152243.0,0,1,0,0,0,0,0
2021-03-10,28.0,32.0,34.4285714285714,199.0,195.33333333333334,179.0,75409.0,69936.66666666667,57945.0,5707.0,5010.333333333333,4382.714285714285,7.56806216764577,7.14538338934983,7.63616772084685,100522.0,1.1099999999999999,15267527370764.7,15853128610083.764,18575547274403.543,1765523.0,1718358.6666666667,1645099.142857143,395110.0,1099096.0,107851.0,163466.0,0,0,1,0,0,0,0
2021-03-11,50.0,37.666666666666664,37.1428571428571,191.0,210.0,182.428571428571,67236.0,70678.0,59989.0,5221.0,5270.666666666667,4564.428571428572,7.76518531738949,7.457275695663154,7.679671862450996,101054.0,1.135,21849648397126.12,18594848906592.777,20000812594068.406,1813392.0,1765755.6666666667,1684369.5714285714,399954.0,1130595.0,107851.0,174992.0,0,0,0,1,0,0,0
2021-03-12,39.0,39.0,37.1428571428571,211.0,200.33333333333334,186.142857142857,64676.0,69107.0,62181.0,5571.0,5499.666666666667,4772.285714285715,8.6137052384192,7.98231757448482,7.718156257538889,101857.0,1.16,19726183799329.684,18947786522406.832,20643316497289.344,1864702.0,1814539.0,1724640.857142857,404438.0,1166041.0,107851.0,186372.0,0,0,0,0,1,0,0
2021-03-13,44.0,44.333333333333336,38.2857142857143,224.0,208.66666666666666,193.0,59878.0,63930.0,64100.0,4832.0,5208.0,4925.285714285715,8.06974180834363,8.149544121384107,7.71417999026177,102921.0,1.16,25037610886352.8,22204481027602.863,18208622411967.29,1897287.0,1858460.3333333333,1766004.5714285714,404438.0,1198626.0,107851.0,186372.0,0,0,0,0,0,1,0
2021-03-14,37.0,40.0,38.0,191.0,208.66666666666666,200.428571428571,59501.0,61351.666666666664,65872.0,4619.0,5007.333333333333,5039.142857142857,7.76289474126485,8.148780596009226,7.663953896209523,103820.0,1.1400000000000001,24440868748678.01,23068221144786.83,19801956808819.7,1924429.0,1895472.6666666667,1807840.857142857,404438.0,1225768.0,107851.0,186372.0,0,0,0,0,0,0,1
2021-03-15,46.0,42.333333333333336,39.8571428571429,177.0,197.33333333333334,204.714285714286,80680.0,66686.33333333333,68110.0,5551.0,5000.666666666667,5197.857142857143,6.88026772434308,7.570968091317186,7.671205228480032,104865.0,1.115,25424249918951.938,24967576517994.246,21487637153298.68,1947426.0,1923047.3333333333,1847301.5714285714,405817.0,1247386.0,107851.0,186372.0,1,0,0,0,0,0,0
2021-03-16,38.0,40.333333333333336,40.2857142857143,225.0,197.66666666666666,202.571428571429,80004.0,73395.0,69626.0,5915.0,5361.666666666667,5345.142857142857,7.39338033098345,7.34551426553046,7.7218910469127815,106326.5,1.09,17910358739498.332,22591825802376.09,21379492551528.8,1978768.0,1950207.6666666667,1884503.857142857,407215.0,1277330.0,107851.0,186372.0,0,1,0,0,0,0,0
2021-03-17,36.0,40.0,41.4285714285714,194.0,198.66666666666666,201.857142857143,82885.0,81189.66666666667,70694.0,6633.0,6033.0,5477.428571428572,8.00265428002654,7.425434111784358,7.783975634395749,108357.5,1.085,18087643417746.945,20474084025399.07,21782366272526.258,2009961.0,1978718.3333333333,1919423.5714285714,412729.0,1302259.0,108601.0,186372.0,0,0,1,0,0,0,0
2021-03-18,29.0,34.333333333333336,38.4285714285714,205.0,208.0,203.857142857143,75276.0,79388.33333333333,71843.0,6104.0,6217.333333333333,5603.571428571428,8.10882618630108,7.834953599103691,7.833067187097405,110000.0,1.085,24167525153121.363,20055175770122.21,22113491523382.723,2041459.0,2010062.6666666667,1952004.5714285714,416297.0,1330189.0,108601.0,186372.0,0,0,0,1,0,0,0
2021-03-19,46.0,37.0,39.4285714285714,237.0,212.0,207.571428571429,71553.0,76571.33333333333,72825.0,6176.0,6304.333333333333,5690.0,8.63136416362696,8.247614876651527,7.835589890698513,111713.5,1.0950000000000002,21698441649176.2,21317870073348.168,22395242644789.37,2074116.0,2041845.3333333333,1981920.857142857,420252.0,1358891.0,108601.0,186372.0,0,0,0,0,1,0,0
2021-03-20,54.0,43.0,40.8571428571429,268.0,236.66666666666666,213.857142857143,63713.0,70180.66666666667,73373.0,5545.0,5941.666666666667,5791.857142857143,8.70309042110715,8.481093590345063,7.926068263950445,113825.5,1.105,23175258875218.11,23013741892505.223,22129192357484.41,2103658.0,2073077.6666666667,2011402.4285714286,420252.0,1388433.0,108601.0,186372.0,0,0,0,0,0,1,0
2021-03-21,31.0,43.666666666666664,40.0,194.0,233.0,214.285714285714,63497.0,66254.33333333333,73944.0,5572.0,5764.333333333333,5928.0,8.77521772682174,8.70322410385195,8.070685833315714,115915.5,1.0950000000000002,17560730775141.828,20811477099845.38,21146315504122.1,2131420.0,2103064.6666666665,2040972.5714285714,420257.0,1416190.0,108601.0,186372.0,0,0,0,0,0,0,1
2021-03-22,50.0,45.0,40.5714285714286,167.0,209.66666666666666,212.857142857143,86234.0,71148.0,74737.0,6644.0,5920.333333333333,6084.142857142857,7.70461766820512,8.394308605378004,8.188450111010292,117890.0,1.0750000000000002,14701745624641.553,18479245091667.164,19614529176363.48,2155661.0,2130246.3333333335,2070720.4285714286,423609.0,1437079.0,108601.0,186372.0,1,0,0,0,0,0,0
2021-03-23,32.0,37.666666666666664,39.7142857142857,282.0,214.33333333333334,221.0,88139.0,79290.0,75900.0,7043.0,6419.666666666667,6245.285714285715,7.99078727918402,8.15687422473696,8.273793960753231,120315.5,1.0550000000000002,27379911073144.36,19880795824309.246,20967322366884.34,2189219.0,2158766.6666666665,2100784.8571428573,434576.0,1459670.0,108601.0,186372.0,0,1,0,0,0,0,0
2021-03-24,37.0,39.666666666666664,39.8571428571429,219.0,222.66666666666666,224.571428571429,89142.0,87838.33333333333,76793.0,7398.0,7028.333333333333,6354.571428571428,8.29911826075251,7.998174402713883,8.316145957999797,122729.5,1.0550000000000002,12962269048189.729,18347975248658.547,20235126028376.16,2244335.0,2196405.0,2134266.8571428573,444913.0,1489735.0,108601.0,201086.0,0,0,1,0,0,0,0
2021-03-25,34.0,34.333333333333336,40.5714285714286,249.0,250.0,230.857142857143,83497.0,86926.0,77968.0,7508.0,7316.333333333333,6555.142857142857,8.99193983017354,8.42728179003669,8.442305049981575,125082.5,1.065,18617277672608.496,19653152597980.86,19442233531160.04,2301427.0,2244993.6666666665,2171405.1428571427,455222.0,1521804.0,108601.0,215800.0,0,0,0,1,0,0,0
2021-03-26,44.0,38.333333333333336,40.2857142857143,240.0,236.0,231.285714285714,74969.0,82536.0,78456.0,6906.0,7270.666666666667,6659.428571428572,9.21180754711948,8.834288546015177,8.525225533337652,127878.5,1.07,17545933342559.234,16375160021119.15,18849018058786.184,2356899.0,2300887.0,2211802.714285714,466210.0,1551574.0,108601.0,230514.0,0,0,0,0,1,0,0
2021-03-27,51.0,43.0,39.8571428571429,296.0,261.6666666666667,235.285714285714,66020.0,74828.66666666667,78785.0,5913.0,6775.666666666667,6712.0,8.95637685549833,9.053374744263783,8.561409309679249,131387.0,1.065,15413162007426.293,17192124340864.672,17740147077673.07,2388746.0,2349024.0,2252529.5714285714,466210.0,1583421.0,108601.0,230514.0,0,0,0,0,0,1,0
2021-03-28,41.0,45.333333333333336,41.2857142857143,182.0,239.33333333333334,233.571428571429,62313.0,67767.33333333333,78616.0,5163.0,5994.0,6653.571428571428,8.28559048673631,8.81792496311804,8.491462561095616,134819.0,1.045,52987536317874.76,28648877222620.094,22801119298063.49,2412094.0,2385913.0,2292625.8571428573,468727.0,1604252.0,108601.0,230514.0,0,0,0,0,0,0,1
2021-03-29,36.0,42.666666666666664,39.2857142857143,188.0,222.0,236.571428571429,87149.0,71827.33333333333,78747.0,7247.0,6107.666666666667,6739.714285714285,8.31564332350343,8.519203555246024,8.578751940423945,137694.5,1.01,23587876592763.63,30662858306021.56,24070566579223.78,2473846.0,2424895.3333333335,2338080.8571428573,478263.0,1641754.0,108601.0,245228.0,1,0,0,0,0,0,0
2021-03-30,50.0,42.333333333333336,41.8571428571429,293.0,221.0,238.142857142857,82182.0,77214.66666666667,77896.0,7043.0,6484.333333333333,6739.714285714285,8.57000316370982,8.390412324649853,8.661497066784774,140547.5,0.975,23845244499947.133,33473552470195.17,23565614211624.184,2539805.0,2475248.3333333335,2388164.5714285714,487582.0,1679929.0,108601.0,263693.0,0,1,0,0,0,0,0
2021-03-31,42.0,42.666666666666664,42.5714285714286,257.0,246.0,243.571428571429,78535.0,82622.0,76381.0,6846.0,7045.333333333333,6660.857142857143,8.71713248869931,8.53425965863752,8.721213385062889,143367.0,0.96,26486522239999.125,24639881110903.297,25497650381882.668,2612717.0,2542122.6666666665,2440790.5714285714,500496.0,1718139.0,108601.0,285481.0,0,0,1,0,0,0,0
2021-04-01,61.0,51.0,46.4285714285714,276.0,275.3333333333333,247.428571428571,72398.0,77705.0,74795.0,6732.0,6873.666666666667,6550.0,9.29859940882345,8.861911687077527,8.76502189629859,145109.5,0.96,18943341023277.062,23091702587741.11,25544230860549.605,2699195.0,2617239.0,2497614.5714285714,521168.0,1759722.0,108601.0,309704.0,0,0,0,1,0,0,0
2021-04-02,48.0,50.333333333333336,47.0,276.0,269.6666666666667,252.571428571429,66187.0,72373.33333333333,73541.0,6033.0,6537.0,6425.285714285715,9.11508302234578,9.043604973289513,8.751204107045204,146866.0,0.97,33705378001347.305,26378413754874.496,27852722954662.184,2777101.0,2696337.6666666665,2557643.4285714286,536730.0,1802410.0,108601.0,329360.0,0,0,0,0,1,0,0
2021-04-03,54.0,54.333333333333336,47.4285714285714,243.0,265.0,245.0,58176.0,65587.0,72420.0,5222.0,5995.666666666667,6326.571428571428,8.9762101210121,9.129964184060443,8.75403743069003,149940.0,0.98,20927802988476.43,24525507337700.266,28640528809097.92,2817817.0,2764704.3333333335,2618939.285714286,538591.0,1841265.0,108601.0,329360.0,0,0,0,0,0,1,0
2021-04-04,53.0,51.666666666666664,49.1428571428571,177.0,232.0,244.285714285714,52203.0,58855.333333333336,70976.0,4939.0,5398.0,6294.571428571428,9.46114207995709,9.184145074438325,8.921973372578712,151510.5,0.975,26831164783491.68,27154781924438.47,24903904304186.05,2854234.0,2816384.0,2682102.1428571427,538591.0,1877682.0,108601.0,329360.0,0,0,0,0,0,0,1
2021-04-05,58.0,55.0,52.2857142857143,205.0,208.33333333333334,246.714285714286,66002.0,58793.666666666664,67955.0,5973.0,5378.0,6112.571428571428,9.04972576588588,9.162359322285024,9.026842292919062,152767.5,0.965,22278674626142.645,23345880799370.254,24716875451811.625,2909446.0,2860499.0,2744330.714285714,550025.0,1919046.0,108601.0,331774.0,1,0,0,0,0,0,0
2021-04-06,44.0,51.666666666666664,51.4285714285714,207.0,196.33333333333334,234.428571428571,84763.0,67656.0,68323.0,7121.0,6011.0,6123.714285714285,8.40107122211342,8.970646355985464,9.00270915840529,153762.0,0.965,22786703605780.96,23965514338471.76,24565655324073.6,2963955.0,2909211.6666666665,2804923.5714285714,560172.0,1963408.0,108601.0,331774.0,0,1,0,0,0,0,0
2021-04-07,57.0,53.0,53.5714285714286,285.0,232.33333333333334,238.428571428571,81402.0,77389.0,68733.0,7375.0,6823.0,6199.285714285715,9.05997395641385,8.836923648137715,9.051686510935939,155213.5,0.975,17611353342796.39,20892243858240.0,23297774053044.64,3016263.0,2963221.3333333335,2862573.0,565932.0,2009956.0,108601.0,331774.0,0,0,1,0,0,0,0
2021-04-08,57.0,52.666666666666664,53.0,269.0,253.66666666666666,237.428571428571,74131.0,80098.66666666667,68981.0,7111.0,7202.333333333333,6253.428571428572,9.59247818051827,9.017841119681847,9.093669192606628,156022.5,1.005,24478540446058.723,21625532464878.69,24088516827727.73,3078641.0,3019619.6666666665,2916779.5714285714,579173.0,2059093.0,108601.0,331774.0,0,0,0,1,0,0,0
